,Unnamed: 0,경도,위도,중심시도명,중심시군구명,중심관광지명,주소,중심카테고리 명_대,중심카테고리 명_중,순위,가까운 지하철역,지하철역과의 거리,도보시간
1374,1374,127.0614,37.6541,서울특별시,노원구,더숲,서울 노원구 노해로 480-0,관광지,문화관광,89,"노원, 7호선",116.2936627873448,1.743533175222561
1375,1375,127.0756,37.6505,서울특별시,노원구,법성프라자,서울 노원구 중계로 219-0,관광지,쇼핑,91,"상계, 4호선",1165.67230670691,17.476346427389952
1380,1380,127.0667,37.6574,서울특별시,노원구,파파스토리키즈카페/노원점,서울 노원구 노원로 456-0,관광지,문화관광,97,"노원, 4호선",327.1314802151508,4.904519943255633
1382,1382,127.0933,37.6249,서울특별시,노원구,목예원,서울 노원구 화랑로 606-0,관광지,문화관광,99,"봉화산(서울의료원), 6호선",861.8681321744584,12.921561202015868
1384,1384,126.9378,37.5147,서울특별시,동작구,노량진수산시장,서울 동작구 노들로 674-0,관광지,쇼핑,1,"노량진, 9호선",311.5037482259708,4.670221112833145
1385,1385,126.9192,37.4919,서울특별시,동작구,보라매공원,서울 동작구 여의대방로20길 33-0,관광지,문화관광,2,"보라매병원, 신림선",397.7398047436165,5.963115513397549
1386,1386,126.9322,37.4999,서울특별시,동작구,성대전통시장,서울 동작구 상도로 102-0,관광지,쇼핑,4,"신대방삼거리, 7호선",347.6845872320154,5.212662477241611
1387,1387,126.9804,37.4845,서울특별시,동작구,이마트/이수점,서울 동작구 사당로 300-0,관광지,쇼핑,5,"이수, 7호선",131.6249299345358,1.9733872553903415
1388,1388,126.9805,37.4884,서울특별시,동작구,남성사계시장,서울 동작구 동작대로29길 9-0,관광지,쇼핑,6,"총신대입구(이수), 4호선",271.28478545647977,4.067238162765814
1389,1389,126.9816,37.4845,서울특별시,동작구,메가박스/이수,서울 동작구 동작대로 89-0,관광지,문화관광,7,"이수, 7호선",77.24804473176329,1.1581416001763611
1390,1390,126.9781,37.5033,서울특별시,동작구,동작주차공원,서울 동작구 현충로 213-0,관광지,문화관광,8,"동작(현충원), 9호선",47.07042302774818,0.705703493669388
1391,1391,126.9582,37.5117,서울특별시,동작구,용양봉저정공원,서울 동작구 노량진로32길 14-7,관광지,문화관광,9,"노들, 9호선",459.404462637546,6.88762312799919
1392,1392,126.9531,37.5137,서울특별시,동작구,노들나루공원/축구장,서울 동작구,관광지,문화관광,11,"노들, 9호선",90.87503147478525,1.36244424999678
1393,1393,126.9626,37.4987,서울특별시,동작구,달마사,서울 동작구 서달로 50-26,관광지,역사관광,12,"숭실대입구(살피재), 7호선",830.9072817807739,12.457380536443386
1394,1394,126.9271,37.5123,서울특별시,동작구,스페이스살림,서울 동작구 노량진로 10-0,관광지,문화관광,14,"대방, 경부선",131.92485039233523,1.9778838139780397
1395,1395,126.924,37.4913,서울특별시,동작구,타요키즈카페/보라매점,서울 동작구 보라매로5가길 16-0,관광지,문화관광,15,"보라매병원, 신림선",189.5230315064477,2.8414247602166074
1396,1396,126.9431,37.5152,서울특별시,동작구,동작구노량진야구장,서울 동작구 노들로 688-0,관광지,문화관광,16,"노량진, 경부선",121.63671899362262,1.8236389654216285
1398,1398,126.9492,37.5136,서울특별시,동작구,사육신공원,서울 동작구 노량진로 191-0,관광지,문화관광,19,"노들, 9호선",364.28338516033176,5.461520017396278
1399,1399,126.9539,37.5135,서울특별시,동작구,노들나루공원,서울 동작구 노량진로 247-0,관광지,문화관광,20,"노들, 9호선",90.67425626761472,1.3594341269507453
1400,1400,126.9816,37.4868,서울특별시,동작구,태평백화점/폐점,서울 동작구 동작대로 115-0,관광지,쇼핑,21,"총신대입구(이수), 4호선",68.81686739468834,1.0317371423491506
1401,1401,126.9743,37.4841,서울특별시,동작구,대림프라자,서울 동작구 사당로17길 8-0,관광지,쇼핑,22,"남성, 7호선",275.2269816234308,4.126341553574673
1402,1402,126.937,37.5129,서울특별시,동작구,CTS아트홀,서울 동작구 노량진로 100-0,관광지,문화관광,23,"노량진, 9호선",361.00561628364494,5.412378055227061
1403,1403,126.9273,37.4952,서울특별시,동작구,모자원고개,서울 동작구 보라매로 0-0,관광지,자연관광,24,"보라매병원, 신림선",418.2791296181572,6.271051418563076
1404,1404,126.9052,37.4863,서울특별시,동작구,롯데시네마/신대방,서울 동작구 시흥대로 606-0,관광지,문화관광,25,"구로디지털단지, 2호선",355.05001920039274,5.323088743634074
1405,1405,126.9189,37.4913,서울특별시,동작구,보라매공원/인조잔디구장,서울 동작구 보라매로5길 28-0,관광지,문화관광,26,"보라매병원, 신림선",446.2764261884665,6.690800992330831
1407,1407,126.9245,37.5087,서울특별시,동작구,대림쇼핑타운,서울 동작구 여의대방로 250-0,관광지,쇼핑,28,"서울지방병무청, 신림선",334.4176147471452,5.01375734253591
1408,1408,126.9372,37.4924,서울특별시,동작구,사자암,서울 동작구 국사봉1길 235-14,관광지,역사관광,29,"당곡, 신림선",887.7958974309308,13.31028331980406
1409,1409,126.9671,37.5064,서울특별시,동작구,조선일보뉴지엄,서울 동작구 현충로 124-0,관광지,문화관광,30,"흑석(중앙대입구), 9호선",398.9174179635541,5.980770884011306
1410,1410,126.9109,37.4934,서울특별시,동작구,우성쇼핑센터,서울 동작구 여의대방로 22-0,관광지,쇼핑,31,"보라매공원, 신림선",679.2719754296783,10.18398763762636
1412,1412,126.9647,37.4987,서울특별시,동작구,호국지장사,서울 동작구 현충로 210-0,관광지,역사관광,34,"숭실대입구(살피재), 7호선",1006.5692196679904,15.090992798620547
1413,1413,126.9333,37.5041,서울특별시,동작구,동작청소년문화의집,서울 동작구 상도로15바길 5-0,관광지,문화관광,35,"장승배기, 7호선",524.7855599261138,7.86784947415463
1415,1415,126.9394,37.4949,서울특별시,동작구,보문사,서울 동작구 성대로16길 90-0,관광지,역사관광,37,"장승배기, 7호선",1109.8685540699105,16.639708456820244
1416,1416,126.9749,37.4828,서울특별시,동작구,사당시장,서울 동작구 사당로 244-0,관광지,쇼핑,38,"남성, 7호선",379.329568713925,5.687099980718516
1417,1417,126.9352,37.4998,서울특별시,동작구,도화공원,서울 동작구 성대로17길 지하 52-0,관광지,문화관광,39,"신대방삼거리, 7호선",612.3583980151712,9.180785577438847
1420,1420,126.9512,37.5083,서울특별시,동작구,극락정사,서울 동작구 매봉로 79-0,관광지,역사관광,42,"노들, 9호선",539.5741840291946,8.089567976449693
1422,1422,126.9271,37.5116,서울특별시,동작구,아트홀봄,서울 동작구 여의대방로54길 18-0,관광지,문화관광,45,"대방, 경부선",203.49412915987867,3.050886494151104
1423,1423,126.9273,37.5072,서울특별시,동작구,노량진근린공원,서울 동작구 여의대방로44길 39-0,관광지,문화관광,46,"서울지방병무청, 신림선",425.69772360834105,6.382274716766732
1426,1426,126.9746,37.4776,서울특별시,동작구,정안사,서울 동작구 남부순환로265길 26-0,관광지,역사관광,50,"사당, 2호선",625.4211840452779,9.376629445956189
1427,1427,126.9403,37.4991,서울특별시,동작구,상도어울마당,서울 동작구 성대로 180-0,관광지,문화관광,51,"장승배기, 7호선",651.4877890236799,9.7674331187958
1429,1429,126.9627,37.5104,서울특별시,동작구,효사정,서울 동작구 현충로 55-0,관광지,문화관광,53,"흑석(중앙대입구), 9호선",201.6699261104549,3.0235371230952754
1430,1430,126.952,37.4987,서울특별시,동작구,상도시장,서울 동작구 상도로37길 62-0,관광지,쇼핑,54,"숭실대입구(살피재), 7호선",337.4003629334983,5.058476205899525
1431,1431,126.9245,37.5058,서울특별시,동작구,도깨비방망이,서울 동작구 여의대방로36길 29-0,관광지,문화관광,55,"서울지방병무청, 신림선",160.7624412166493,2.4102315024984904
1432,1432,126.9654,37.5031,서울특별시,동작구,플레고,서울 동작구 흑석한강로 27-0,관광지,문화관광,56,"흑석(중앙대입구), 9호선",646.835558732743,9.697684538721784
1433,1433,126.9418,37.5054,서울특별시,동작구,아기솜사탕키즈카페,서울 동작구 상도로 207-0,관광지,문화관광,57,"장승배기, 7호선",240.84439696186905,3.6108605241659526
1434,1434,126.9427,37.5001,서울특별시,동작구,키즈팡팡,서울 동작구 장승배기로 18-0,관광지,문화관광,58,"상도, 7호선",551.6412095143886,8.270482901265197
1436,1436,126.9124,37.4896,서울특별시,동작구,장안사,서울 동작구 신대방2나길 21-2,관광지,역사관광,63,"신대방, 2호선",246.3621353441868,3.6935852375440295
1438,1438,126.9724,37.483,서울특별시,동작구,남성역골목시장,서울 동작구 사당로16가길 19-0,관광지,쇼핑,66,"남성, 7호선",204.2154155153268,3.061700382538633
1439,1439,126.9419,37.4963,서울특별시,동작구,지덕사부묘소,서울 동작구 양녕로 167-0,관광지,역사관광,67,"상도, 7호선",899.0705760596795,13.47931898140449
1441,1441,126.9352,37.513,서울특별시,동작구,청원민물고기직판장,서울 동작구 노량진로 86-0,관광지,쇼핑,70,"노량진, 9호선",516.6296664752797,7.745572211023683
1444,1444,126.9699,37.4777,서울특별시,동작구,청안사,서울 동작구 사당로16길 143-0,관광지,역사관광,78,"낙성대, 2호선",555.6341573842125,8.330347187169602
1447,1447,126.9414,37.4948,서울특별시,동작구,약수암,서울 동작구 양녕로 153-9,관광지,역사관광,83,"상도, 7호선",1061.3471493801678,15.912251115144944
1449,1449,126.9625,37.5008,서울특별시,동작구,도림사,서울 동작구 서달로6길 75-0,관광지,역사관광,85,"흑석(중앙대입구), 9호선",890.9927623611179,13.358212329252142
1451,1451,126.9666,37.4829,서울특별시,동작구,노기남관,서울 동작구 솔밭로 71-0,관광지,문화관광,87,"남성, 7호선",452.3775986380098,6.782272843148572
1452,1452,126.9745,37.4857,서울특별시,동작구,삼일공원,서울 동작구 사당로23길 57-7,관광지,문화관광,88,"남성, 7호선",312.3846003389654,4.683427291438762
1455,1455,126.9256,37.4999,서울특별시,동작구,히어로낚시카페/대방점,서울 동작구 상도로 45-0,관광지,레저스포츠,92,"신대방삼거리, 7호선",237.65563938491752,3.563053064241642
1456,1456,126.9781,37.4884,서울특별시,동작구,닥터방방,서울 동작구 동작대로29길 69-0,관광지,문화관광,93,"총신대입구(이수), 4호선",417.79384124847616,6.263775730861712
1457,1457,126.9729,37.4762,서울특별시,동작구,클라우드홀,서울 동작구 남부순환로 2019-0,관광지,문화관광,94,"사당, 2호선",765.5100673251037,11.476912553599757
1459,1459,126.9798,37.4805,서울특별시,동작구,까치상상어린이공원,서울 동작구 동작대로9길 35-0,관광지,문화관광,96,"사당, 4호선",426.1524376686478,6.389092019020207
1461,1461,126.9586,37.51,서울특별시,동작구,봉황사,서울 동작구 흑석로13길 29-0,관광지,역사관광,98,"흑석(중앙대입구), 9호선",471.802227649532,7.073496666409774
1464,1464,127.0042,37.505,서울특별시,서초구,신세계백화점/강남점,서울 서초구 신반포로 176-0,관광지,쇼핑,1,"고속터미널, 3호선",64.45394251483918,0.96632597473522
1465,1465,126.9944,37.5095,서울특별시,서초구,반포한강공원,서울 서초구 신반포로11길 40-0,관광지,문화관광,2,"신반포, 9호선",688.6856714832925,10.32512251099389
1466,1466,127.0118,37.4786,서울특별시,서초구,예술의전당,서울 서초구 남부순환로 2406-0,관광지,문화관광,3,"남부터미널(예술의전당), 3호선",810.7361522365028,12.154964801146969
1467,1467,127.0134,37.5228,서울특별시,서초구,잠원한강공원,서울 서초구 잠원로 221-124,관광지,문화관광,4,"한남, 경원선",825.436590630734,12.375361178871572
1468,1468,127.0361,37.462,서울특별시,서초구,코스트코홀세일/양재점,서울 서초구 양재대로 159-0,관광지,쇼핑,5,"양재시민의숲(매헌), 신분당선",913.7908501690532,13.700012746162717
1469,1469,127.0431,37.463,서울특별시,서초구,하나로마트/양재점,서울 서초구 청계산로 10-0,관광지,쇼핑,7,"양재시민의숲(매헌), 신분당선",882.5888862437114,13.232217185063138
1470,1470,127.0372,37.4636,서울특별시,서초구,이마트/양재점,서울 서초구 매헌로 16-0,관광지,쇼핑,10,"양재시민의숲(매헌), 신분당선",720.9894077889168,10.809436398634434
1471,1471,126.9953,37.5121,서울특별시,서초구,세빛섬,서울 서초구 올림픽대로 2085-14,관광지,자연관광,11,"신반포, 9호선",965.5063723624758,14.475357906483891
1472,1472,127.0079,37.5084,서울특별시,서초구,뉴코아아울렛/강남점,서울 서초구 잠원로 69-0,관광지,쇼핑,12,"반포, 7호선",339.26266354624306,5.086396754816238
1473,1473,127.0817,37.4649,서울특별시,서초구,헌릉과인릉,서울 서초구 헌인릉길 34-0,관광지,역사관광,14,"일원, 3호선",2097.975669733838,31.453908091961587
1475,1475,127.0063,37.4901,서울특별시,서초구,롯데마트/서초점,서울 서초구 서초대로38길 12-0,관광지,쇼핑,16,"서초, 2호선",245.41187039900896,3.679338386791738
1476,1476,126.9984,37.4973,서울특별시,서초구,서래마을,서울 서초구,관광지,기타관광,19,"신반포, 9호선",713.099251944924,10.691143207570075
1479,1479,127.0086,37.4775,서울특별시,서초구,국립국악원/예악당,서울 서초구 남부순환로 2364-0,관광지,문화관광,22,"방배, 2호선",1066.3848648556857,15.987779083293638
1480,1480,127.0265,37.498,서울특별시,서초구,메가박스/강남,서울 서초구 서초대로77길 3-0,관광지,문화관광,23,"강남, 2호선",124.86499818086516,1.8720389532363595
1481,1481,127.0365,37.4696,서울특별시,서초구,매헌윤봉길의사기념관,서울 서초구 매헌로 99-0,관광지,문화관광,29,"양재시민의숲(매헌), 신분당선",176.21416415433396,2.641891516556731
1483,1483,126.9942,37.5005,서울특별시,서초구,반포종합운동장,서울 서초구 신반포로16길 30-0,관광지,문화관광,33,"신반포, 9호선",357.68044356405017,5.362525390765369
1486,1486,127.0491,37.4711,서울특별시,서초구,구룡사,서울 서초구 논현로5길 31-11,관광지,역사관광,36,"양재시민의숲(매헌), 신분당선",952.286104167574,14.277152986020598
1489,1489,127.0023,37.5058,서울특별시,서초구,반포쇼핑타운,서울 서초구 신반포로 165-0,관광지,쇼핑,40,"고속터미널, 9호선",187.01421549100317,2.803811326701696
1492,1492,127.0074,37.5092,서울특별시,서초구,뉴코아아울렛/강남점패션관,서울 서초구 잠원로 51-0,관광지,쇼핑,45,"반포, 7호선",399.03368371121695,5.98251399866892
1493,1493,127.0366,37.4586,서울특별시,서초구,양곡도매시장,서울 서초구 양재대로12길 36-0,관광지,쇼핑,46,"양재시민의숲(매헌), 신분당선",1277.980575393275,19.16012856661582
1497,1497,127.0219,37.4736,서울특별시,서초구,관문사,서울 서초구 바우뫼로7길 111-0,관광지,역사관광,54,"남부터미널(예술의전당), 3호선",1363.696633792807,20.44522689344538
1498,1498,127.0223,37.491,서울특별시,서초구,헬로방방/서초본점,서울 서초구 사임당로 115-0,관광지,문화관광,56,"교대(법원.검찰청), 2호선",750.7662054859138,11.25586514971385
1499,1499,127.0258,37.4922,서울특별시,서초구,무지개쇼핑센터,서울 서초구 사임당로 151-0,관광지,쇼핑,57,"강남, 신분당선",553.5104469801321,8.298507450976492
1502,1502,127.0145,37.4817,서울특별시,서초구,SCC홀/서초,서울 서초구 남부순환로325길 9-0,관광지,문화관광,63,"남부터미널(예술의전당), 3호선",396.8854497623523,5.950306593138715
1504,1504,127.0112,37.5023,서울특별시,서초구,바운스트램폴린파크/반포센터,서울 서초구 고무래로 26-0,관광지,문화관광,65,"사평, 9호선",416.60695052252856,6.245981267204326
1505,1505,127.0107,37.5024,서울특별시,서초구,원더볼즈플레이파크,서울 서초구 고무래로 22-0,관광지,문화관광,67,"사평, 9호선",450.1977851862005,6.749591981802107
1506,1506,127.0045,37.4864,서울특별시,서초구,모차르트홀,서울 서초구 명달로 104-0,관광지,문화관광,68,"서초, 2호선",680.8350246791008,10.207421659356832
1509,1509,127.0102,37.5197,서울특별시,서초구,잠원한강공원/눈썰매장,서울 서초구 잠원로 145-57,관광지,레저스포츠,71,"잠원, 3호선",775.6228472504102,11.628528444533886
1511,1511,126.9947,37.5053,서울특별시,서초구,신반포상가,서울 서초구 신반포로15길 29-0,관광지,쇼핑,73,"신반포, 9호선",235.5870049331326,3.5320390544697537
1513,1513,127.0014,37.5091,서울특별시,서초구,잠원쇼핑센터,서울 서초구 신반포로23길 41-0,관광지,쇼핑,75,"고속터미널, 9호선",436.3576537126138,6.542093758809802
1514,1514,127.0438,37.471,서울특별시,서초구,SCC 선 아트홀,서울 서초구 동산로 44-0,관광지,문화관광,76,"양재시민의숲(매헌), 신분당선",488.1125268551046,7.318028888382377
1515,1515,127.0134,37.476,서울특별시,서초구,대성사,서울 서초구 남부순환로328길 49-0,관광지,역사관광,77,"남부터미널(예술의전당), 3호선",1030.2903209844196,15.446631499016783
1516,1516,127.001,37.5059,서울특별시,서초구,한생연/휴먼탐구과학관,서울 서초구 반포대로 300-0,관광지,문화관광,78,"고속터미널, 9호선",301.0189254436437,4.513027367970671
1517,1517,127.0141,37.5154,서울특별시,서초구,신사쇼핑센터,서울 서초구 나루터로 37-0,관광지,쇼핑,79,"잠원, 3호선",388.2626641420287,5.821029447406726
1521,1521,127.0285,37.4858,서울특별시,서초구,한전아트센터공연장,서울 서초구 효령로72길 60-0,관광지,문화관광,83,"양재(서초구청), 3호선",499.8237519753708,7.493609474893115
1522,1522,127.023,37.4862,서울특별시,서초구,수안사,서울 서초구 효령로68길 30-0,관광지,역사관광,84,"남부터미널(예술의전당), 3호선",616.6189912833587,9.24466253798139
1523,1523,127.0073,37.4934,서울특별시,서초구,흰물결아트센터,서울 서초구 반포대로 150-0,관광지,문화관광,85,"서초, 2호선",175.51037920771358,2.63134001810665
1525,1525,127.0384,37.4805,서울특별시,서초구,영산양재홀,서울 서초구 바우뫼로37길 45-0,관광지,문화관광,87,"양재(서초구청), 신분당선",494.6798335506315,7.416489258630157
1526,1526,127.0847,37.4688,서울특별시,서초구,엘림동산,서울 서초구 헌인릉2길 38-0,관광지,문화관광,88,"일원, 3호선",1651.8190446408832,24.76490321800425
1528,1528,127.0219,37.487,서울특별시,서초구,서초아트센터,서울 서초구 효령로 349-5,관광지,문화관광,91,"남부터미널(예술의전당), 3호선",551.1366997296942,8.2629190364272
1530,1530,126.9917,37.499,서울특별시,서초구,심산아트홀,서울 서초구 사평대로 55-0,관광지,문화관광,94,"구반포, 9호선",466.9284769304729,7.00042694048685
1531,1531,127.0008,37.5063,서울특별시,서초구,롤러씨티,서울 서초구 반포대로 306-0,관광지,레저스포츠,96,"고속터미널, 9호선",320.5444182914793,4.805763392675852
1533,1533,126.9891,37.4931,서울특별시,서초구,두리춤터,서울 서초구 동광로19길 15-0,관광지,문화관광,100,"내방, 7호선",722.8408903183675,10.837194757396814
1534,1534,127.1045,37.5138,서울특별시,송파구,롯데월드몰,서울 송파구 올림픽로 300-0,관광지,쇼핑,1,"잠실(송파구청), 8호선",100.031291557599,1.4997195136071817
1535,1535,127.0994,37.5122,서울특별시,송파구,롯데백화점/잠실점,서울 송파구 올림픽로 240-0,관광지,쇼핑,2,"잠실(송파구청), 2호선",135.63134676278978,2.033453474704494
1536,1536,127.1127,37.4936,서울특별시,송파구,가락동농수산물도매시장,서울 송파구 양재대로 932-0,관광지,쇼핑,3,"가락시장, 3호선",471.8186281971341,7.073742551681169
1538,1538,127.1228,37.5198,서울특별시,송파구,올림픽공원,서울 송파구 올림픽로 424-0,관광지,문화관광,5,"한성백제, 9호선(연장)",672.2773047928006,10.079120011886063
1539,1539,127.082,37.5177,서울특별시,송파구,잠실한강공원,서울 송파구 한가람로 65-0,관광지,문화관광,6,"잠실새내, 2호선",762.0819512055458,11.425516509828272
1540,1540,127.1243,37.4773,서울특별시,송파구,가든파이브라이프,서울 송파구 충민로 66-0,관광지,쇼핑,7,"장지, 8호선",228.5242883559605,3.42615124971455
1541,1541,127.1193,37.4782,서울특별시,송파구,이마트/가든파이브점,서울 송파구 충민로 10-0,관광지,쇼핑,10,"장지, 8호선",612.0660583776532,9.176402674327637
1548,1548,127.1029,37.5162,서울특별시,송파구,홈플러스/잠실점,서울 송파구 올림픽로35가길 16-0,관광지,쇼핑,19,"잠실(송파구청), 8호선",210.1767792171446,3.1510761501820777
1549,1549,127.1177,37.4917,서울특별시,송파구,롯데마트/송파점,서울 송파구 중대로 80-0,관광지,쇼핑,20,"가락시장, 3호선",60.697527771960885,0.9100079126231015
1552,1552,127.0718,37.5121,서울특별시,송파구,잠실야구장,서울 송파구 올림픽로 25-0,관광지,문화관광,25,"종합운동장, 2호선",206.5230895763717,3.096298194548301
1554,1554,127.1049,37.511,서울특별시,송파구,석촌호수/동호,서울 송파구 송파나루길 166-0,관광지,자연관광,27,"잠실(송파구청), 8호선",412.7664461054042,6.188402490335895
1556,1556,127.1153,37.5183,서울특별시,송파구,올림픽공원/세계평화의문,서울 송파구,관광지,문화관광,29,"한성백제, 9호선(연장)",235.7800233009165,3.5349328830722118
1560,1560,127.1044,37.4989,서울특별시,송파구,송파책박물관,서울 송파구 송파대로37길 77-0,관광지,문화관광,33,"송파, 8호선",693.9682003933857,10.404320845478049
1562,1562,127.1228,37.4778,서울특별시,송파구,가든파이브웍스,서울 송파구 충민로 52-0,관광지,쇼핑,35,"장지, 8호선",316.23853864140466,4.741207475883128
1564,1564,127.1162,37.5105,서울특별시,송파구,방이시장,서울 송파구 백제고분로48길 35-0,관광지,쇼핑,37,"송파나루, 9호선(연장)",352.5243021663133,5.285221921533933
1567,1567,127.121,37.5154,서울특별시,송파구,한성백제박물관,서울 송파구 위례성대로 71-0,관광지,문화관광,40,"한성백제, 9호선(연장)",412.885897573886,6.190193366924827
1568,1568,127.1236,37.482,서울특별시,송파구,메가박스/송파파크하비오,서울 송파구 송파대로 111-0,관광지,문화관광,41,"장지, 8호선",431.7623404172968,6.473198507005948
1570,1570,127.1005,37.5081,서울특별시,송파구,송파나루공원/서호,서울 송파구 삼학사로 136-0,관광지,문화관광,44,"잠실(송파구청), 2호선",573.7088391475293,8.601331921252312
1573,1573,127.1182,37.5169,서울특별시,송파구,소마미술관,서울 송파구 위례성대로 51-0,관광지,문화관광,49,"한성백제, 9호선(연장)",159.80571862137614,2.3958878354029407
1574,1574,127.1076,37.5014,서울특별시,송파구,엄마손쇼핑센터,서울 송파구 가락로 103-0,관광지,쇼핑,50,"석촌, 9호선(연장)",425.5296203249305,6.379754427660128
1575,1575,127.1099,37.5063,서울특별시,송파구,송파근린공원,서울 송파구 송파대로42길 29-0,관광지,문화관광,51,"석촌, 9호선(연장)",280.4209458647113,4.204212081929705
1577,1577,127.1502,37.498,서울특별시,송파구,마천중앙시장,서울 송파구 마천로45길 23-0,관광지,쇼핑,53,"마천, 5호선",404.59275346541807,6.065858372794874
1580,1580,127.1237,37.4901,서울특별시,송파구,문정동로데오거리,서울 송파구 동남로4길 10-0,관광지,쇼핑,56,"문정, 8호선",482.9441188899863,7.240541512593497
1581,1581,127.1049,37.511,서울특별시,송파구,석촌호수/동호,서울 송파구 잠실로 124-0,관광지,자연관광,58,"잠실(송파구청), 8호선",412.7664461054042,6.188402490335895
1582,1582,127.0846,37.5089,서울특별시,송파구,새마을시장,서울 송파구 석촌호수로12길 7-0,관광지,쇼핑,60,"잠실새내, 2호선",338.7503248274375,5.078715514654236
1583,1583,127.1326,37.5156,서울특별시,송파구,올림픽프라자,서울 송파구 양재대로 1222-0,관광지,쇼핑,61,"올림픽공원(한국체대), 5호선",162.57239181260132,2.437367193592224
1588,1588,127.1533,37.5024,서울특별시,송파구,천마풋살파크,서울 송파구 성내천로29길 31-0,관광지,문화관광,70,"마천, 5호선",823.6932777516023,12.349224553997036
1589,1589,127.1202,37.4792,서울특별시,송파구,래미안갤러리,서울 송파구 충민로 17-0,관광지,문화관광,71,"장지, 8호선",532.7687175910121,7.987536995367497
1590,1590,127.1188,37.5078,서울특별시,송파구,서울방이동고분군,서울 송파구 오금로 219-0,관광지,역사관광,72,"송파나루, 9호선(연장)",648.3468105572244,9.720341987364684
1591,1591,127.0775,37.5034,서울특별시,송파구,잠실어울림축구장,서울 송파구 탄천동로 211-0,관광지,문화관광,73,"종합운동장, 9호선(연장)",897.3436616037776,13.453428209951689
1592,1592,127.1005,37.5081,서울특별시,송파구,송파나루공원/서호,서울 송파구 석촌호수로 197-0,관광지,문화관광,74,"잠실(송파구청), 2호선",573.7088391475293,8.601331921252312
1593,1593,127.1314,37.5034,서울특별시,송파구,오금공원,서울 송파구 오금로 363-0,관광지,문화관광,76,"오금, 3호선",306.78435725430705,4.599465626001605
1595,1595,127.1022,37.5018,서울특별시,송파구,석촌고분공원,서울 송파구 가락로7길 21-0,관광지,문화관광,78,"석촌고분, 9호선(연장)",464.5619403071217,6.96494663129118
1596,1596,127.1029,37.5072,서울특별시,송파구,불광사,서울 송파구 백제고분로39길 35-0,관광지,역사관광,81,"석촌, 8호선",392.5801602505065,5.885759523995599
1597,1597,127.1185,37.5244,서울특별시,송파구,송파구여성축구장,서울 송파구 올림픽로 474-0,관광지,문화관광,82,"강동구청, 8호선",682.8484611103564,10.237608112599046
1598,1598,127.0818,37.5188,서울특별시,송파구,이랜드크루즈/잠실선착장,서울 송파구 백제고분로 2-0,관광지,기타관광,84,"잠실새내, 2호선",878.6062084903579,13.172506873918408
1600,1600,127.0993,37.4969,서울특별시,송파구,탄천축구장,서울 송파구 삼학사로2길 49-0,관광지,문화관광,87,"석촌고분, 9호선(연장)",659.1845458288734,9.882826774046078
1601,1601,127.1214,37.5366,서울특별시,송파구,풍납전통시장,서울 송파구 바람드리길 50-0,관광지,쇼핑,91,"천호(풍납토성), 8호선",234.6239865569632,3.5176009978555203
1604,1604,126.9882,37.5512,서울특별시,용산구,남산서울타워,서울 용산구 남산공원길 105-0,관광지,문화관광,1,"명동, 4호선",1099.0215616791038,16.477084882745185
1605,1605,126.9645,37.5289,서울특별시,용산구,HDC아이파크몰,서울 용산구 한강대로23길 55-0,관광지,쇼핑,3,"용산, 경부선",105.4651403462216,1.5811865119373552
1606,1606,126.9803,37.5239,서울특별시,용산구,국립중앙박물관,서울 용산구 서빙고로 137-0,관광지,문화관광,4,"이촌(국립중앙박물관), 4호선",523.3612769397577,7.846495906143293
1608,1608,126.977,37.5369,서울특별시,용산구,전쟁기념관,서울 용산구 이태원로 29-0,관광지,문화관광,6,"삼각지, 6호선",302.9803477601096,4.542433999401943
1609,1609,126.9655,37.5294,서울특별시,용산구,이마트/용산점,서울 용산구 한강대로21나길 17-0,관광지,쇼핑,7,"용산, 경부선",96.80987186785266,1.4514223668343726
1610,1610,126.9572,37.518,서울특별시,용산구,노들섬,서울 용산구 양녕로 445-0,관광지,자연관광,10,"노들, 9호선",667.6174964130815,10.00925781728758
1612,1612,126.9991,37.5383,서울특별시,용산구,리움미술관,서울 용산구 이태원로55길 60-16,관광지,문화관광,13,"한강진, 6호선",275.0359862968364,4.123478055424834
1613,1613,127.0024,37.5409,서울특별시,용산구,블루스퀘어,서울 용산구 이태원로 294-0,관광지,문화관광,14,"한강진, 6호선",152.95629128522748,2.293197770393216
1614,1614,126.9758,37.5159,서울특별시,용산구,이촌한강공원,서울 용산구 이촌로72길 62-0,관광지,문화관광,16,"이촌(국립중앙박물관), 4호선",716.004806142193,10.734704739763014
1615,1615,126.9597,37.5327,서울특별시,용산구,롯데시네마/용산,서울 용산구 청파로 74-0,관광지,문화관광,17,"용산, 경부선",533.6011224104179,8.000016827742398
1616,1616,126.9809,37.5211,서울특별시,용산구,국립한글박물관,서울 용산구 서빙고로 139-0,관광지,문화관광,19,"이촌(국립중앙박물관), 4호선",561.0634512645064,8.411745896019585
1617,1617,126.9764,37.5502,서울특별시,용산구,후암시장,서울 용산구 후암로35길 24-0,관광지,쇼핑,21,"서울역, 4호선",446.42136931726304,6.692974052732579
1618,1618,126.9602,37.5359,서울특별시,용산구,용문시장,서울 용산구,관광지,쇼핑,22,"효창공원앞, 경의중앙선",346.36279506983976,5.192845503295948
