"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3240000","CDFI2260032008000001","20081226","","03","폐업","03","폐업","20150413","","","","471-1838","","134841","서울특별시 강동구 성내동 199-7번지 ","서울특별시 강동구 성안로 121  (성내동)","","코리아관광호텔","2015-04-13 17:57:40","I","2018-08-31 23:59:59.0","","211729.922597656    ","448004.907407488    ","관광숙박업","관광사업","근린상업지역","8","","","","숙박시설","8","1","","","","","","","","","","","","1884","","","","","","","","","","","","","1884",""
"3000000","CDFI2260032015000004","20150930","","01","영업/정상","13","영업중","","","","","02-6388-5000","","","서울특별시 종로구 당주동 29 ","서울특별시 종로구 새문안로 97 (당주동)","03183","포시즌스 호텔 서울","2021-03-23 10:16:57","U","2021-03-25 02:40:00.0","","197764              ","452030              ","관광숙박업","","","32","","","","호텔","25","7","317","","Fourseasons Hotel Seoul","Tourist Accomodation Business","","","","","","","","67264.89","","","","","","","","","3889000000","","","","67265","관광호텔업"
"3000000","CDFI2260032013000003","20130408","","01","영업/정상","13","영업중","","","","","02-744-6844","","110360","서울특별시 종로구 와룡동 68 ","서울특별시 종로구 돈화문로 66 (와룡동)","03134","Hostel Tommy 호스텔 토미","2021-01-26 09:22:48","U","2021-01-28 02:40:00.0","","199153.425066203    ","452459.177175342    ","관광숙박업","","일반상업지역","4","기타","","","숙박시설","4","0","21","469","Hostel Tommy","Tourist Accommodation Business(Hostel)","","","","","","","","234.71","","","","","","","","","300000000","","","","235","호스텔업"
"3000000","CDFI2260032013000004","20130503","","01","영업/정상","13","영업중","","","","","742-4025, 4030","","110350","서울특별시 종로구 운니동 19 ","서울특별시 종로구 율곡로6길 13-3 (운니동)","03131","노블관광호텔","2021-03-23 10:14:07","U","2021-03-25 02:40:00.0","","199016.856080944    ","452710.006795455    ","관광숙박업","","일반상업지역","5","학교정화(상대)","","","숙박시설","5","1","34","1229","Noble Tourist Hotel","Tourist Accommodation Business","","","","","","","","1228.72","","","","","","","","","","","","","1229","관광호텔업"
"3000000","CDFI2260032013000006","20130523","","01","영업/정상","13","영업중","","","","","","","110360","서울특별시 종로구 와룡동 140 ","서울특별시 종로구 돈화문로 85 (와룡동)","03131","호스텔코리아","2021-01-25 15:04:27","U","2021-01-27 02:40:00.0","","199074.670635062    ","452648.894407231    ","관광숙박업","","일반상업지역","5","학교정화(상대)","","","숙박시설","5","1","30","1482","HOSTELKOREA","Tourist Accommodation Business(Hostel)","","","","","","","","1481","","","","","","","","","994380000","","","","1481","호스텔업"
"3050000","CDFI2260032015000002","20150325","","01","영업/정상","13","영업중","","","","","2210-5000","","130840","서울특별시 동대문구 장안동 366-2","서울특별시 동대문구 장한로24길 8 (장안동)","02639","호텔나인(NINE)","2022-05-09 11:32:39","U","2021-12-04 23:01:00.0","","206231.420255296","452041.476809255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032013000001","2013-04-18","","03","폐업","03","폐업","2023-04-10","","","","957-0700","","","서울특별시 동대문구 휘경동 319-12","서울특별시 동대문구 회기로 188-5 (휘경동)","02446","드웰동대문(dwell Dongdaemun)","2023-04-10 15:50:26","U","2022-12-03 23:02:00.0","","204945.801764162","454123.219581534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032015000004","20151217","","01","영업/정상","13","영업중","","","","","965-0071","","","서울특별시 동대문구 이문동 254-4","서울특별시 동대문구 이문로 192 (이문동)","02406","(주)유니크 서울","2022-12-05 17:16:39","U","2021-11-02 00:07:00.0","","205424.949299884","455714.48034047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032016000001","20160310","","01","영업/정상","13","영업중","","","","","02-6953-9979","","","서울특별시 동대문구 신설동 98-24","서울특별시 동대문구 왕산로 22 (신설동)","02582","맹그로브 신설","2022-06-28 11:41:23","U","2021-12-05 21:00:00.0","","202233.604900045","452654.5266264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032005000001","2005-04-04","","01","영업/정상","13","영업중","","","","","2016-4530","","","서울특별시 강남구 대치동 995-14","서울특별시 강남구 테헤란로 606 (대치동, 호텔아이파크(주))","06174","파크하얏트서울","2023-03-15 15:48:35","U","2022-12-02 23:07:00.0","","205601.904041677","445151.509504571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032016000002","2016-10-12","","01","영업/정상","13","영업중","","","","","02  33949605","","","서울특별시 동대문구 장안동 414-4","서울특별시 동대문구 천호대로 377 (장안동)","02633","골든씨티호텔","2023-02-10 10:54:33","U","2022-12-01 23:02:00.0","","205320.396297203","451122.642371749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3140000","CDFI2260032013000001","20131017","","01","영업/정상","13","영업중","","","","","2699-7354","","158825","서울특별시 양천구 신월동 87-13","서울특별시 양천구 가로공원로 167 (신월동)","07907","캠프 관광호텔","2022-07-27 17:47:33","U","2021-12-06 22:09:00.0","","185307.072104229","448328.26558548","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032014000003","2014-06-26","","01","영업/정상","13","영업중","","","","","925-0721","","130-811","서울특별시 동대문구 신설동 92-35","서울특별시 동대문구 왕산로 28 (신설동)","02582","호텔 부티크나인","2023-03-17 15:59:18","U","2022-12-02 23:09:00.0","","202286.682586248","452683.713874138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032017000001","20170501","","01","영업/정상","13","영업중","","","","","025171304","","","서울특별시 동대문구 장안동 415-15","서울특별시 동대문구 천호대로 383 (장안동)","02633","더 리센츠","2023-01-04 14:31:39","U","2022-12-01 00:07:00.0","","205377.431831779","451112.370883917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFI2260032017000001","20171106","","01","영업/정상","13","영업중","","","","","02  929 9630","","","서울특별시 성북구 동선동1가 120-1","서울특별시 성북구 동소문로 130 (동선동1가, 에이치에비뉴 성신여대점 호텔)","02845","에이치에비뉴 성신여대점 호텔","2023-01-10 15:31:13","U","2022-11-30 23:02:00.0","","201618.705032679","454656.75912558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000022","20151014","","01","영업/정상","13","영업중","","","","","02-750-5900","","","서울특별시 중구 소공동 70 ","서울특별시 중구 남대문로7길 19 (소공동, 삼영빌딩)","04532","크라운파크 호텔","2021-04-26 11:53:25","U","2021-04-28 02:40:00.0","","198232.003862907    ","451276.307297241    ","관광숙박업","","","0","","","3성","","16","2","204","9940","CROWN PARK HOTEL","TOURIST HOTEL","0","0","","0","0","","0","9940.25","","0","","","","","","","0","","","","9940","관광호텔업"
"3000000","CDFI2260032021000001","20210114","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 217-26 케이디오피스텔 ","서울특별시 종로구 종로62길 17, 7층 (숭인동)","03115","케이디호스텔 7","2021-03-23 09:59:49","U","2021-03-25 02:40:00.0","","201649.840328936    ","452323.368074798    ","관광숙박업","","일반상업지역","1","학교정화(상대)","","","숙박시설","1","","9","","KD Hostel 7","Tourist Accomodation Business(Hostel)","","","","","","","","259.27","","","","","","","","","70000000","","","","259","호스텔업"
"3000000","CDFI2260032013000008","20131230","","01","영업/정상","13","영업중","","","","","02-2276-3000","","110126","서울특별시 종로구 종로6가 289-3","서울특별시 종로구 청계천로 279 (종로6가)","03198","(주) 동승 JW메리어트 동대문 스퀘어 서울","2022-11-11 15:27:29","U","2021-10-31 23:03:00.0","","200717.7490316","452011.865092338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFI2260032021000002","20210114","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 217-26 ","서울특별시 종로구 종로62길 17, 8층 (숭인동)","03115","KD-ONE8","2022-01-13 13:09:57","U","2022-01-15 02:40:00.0","","201649.840328936    ","452323.368074798    ","관광숙박업","","일반상업지역","1","학교정화(상대)","","","숙박시설","1","0","9","0","KD-ONE8","Tourist Accomodation Business(Hostel)","0","0","","0","0","","0","259.27","","0","","","","","","","225000000","","","","259","호스텔업"
"3000000","CDFI2260032021000003","20210114","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 217-26 ","서울특별시 종로구 종로62길 17, 9층 (숭인동)","03115","KD-ONE9","2021-03-23 10:00:17","U","2021-03-25 02:40:00.0","","201649.840328936    ","452323.368074798    ","관광숙박업","","일반상업지역","1","학교정화(상대)","","","숙박시설","1","","9","","KD-ONE9","Tourist Accomodation Business(Hostel)","","","","","","","","259.27","","","","","","","","","225000000","","","","259","호스텔업"
"3010000","CDFI2260032009000001","20090522","","03","폐업","03","폐업","20140305","","","","3407-0700","","","서울특별시 중구 을지로6가 17-2번지 케레스타 빌딩 18층~20층 ","서울특별시 중구 장충단로13길 20  (을지로6가,케레스타 빌딩 18층~20층)","","이스트게이트 타워호텔","2014-03-05 11:19:00","I","2018-08-31 23:59:59.0","","200613.510297669    ","451817.515366883    ","관광숙박업","","일반상업지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","5996.79","","0","","","","","","","0","","","","5997",""
"3010000","CDFI2260032009000002","20090922","","03","폐업","03","폐업","20200217","","","","2277-4917","","100195","서울특별시 중구 을지로5가 99번지 ","서울특별시 중구 동호로 360 (을지로5가)","","호텔아카시아","2020-03-06 14:17:33","U","2020-03-08 02:40:00.0","","200170.834204583    ","451577.602493325    ","관광숙박업","","상업지역","15","기타","","","숙박시설","12","3","134","0","HOTEL ACACIA","Tourist Hotel","0","0","","0","0","","0","8839.81","","0","","","","","","","0","","","","8840","관광호텔업"
"3010000","CDFI2260032019000002","20190329","","03","폐업","03","폐업","20210317","","","","02-587-5776","","","서울특별시 중구 남산동2가 43-7 ","서울특별시 중구 소공로6길 38 (남산동2가)","04630","케이 스테이 2","2021-03-17 13:58:59","U","2021-03-19 02:40:00.0","","198614.550199488    ","450677.047277743    ","관광숙박업","","일반주거지역","5","","","","","4","1","20","421","K Stay 2nd","Hostel","0","0","","0","0","","0","420.88","","0","","","","","","","0","","","","421","호스텔업"
"3010000","CDFI2260032016000015","20161110","","03","폐업","03","폐업","20200520","","","","","","","서울특별시 중구 다동 130 ","서울특별시 중구 다동길 30 (다동)","04522","에이퍼스트호텔명동","2020-07-13 19:16:35","U","2020-07-15 02:40:00.0","","198260.880732247    ","451708.909162308    ","관광숙박업","","","0","","","3성","","0","0","0","0","A FIRST HOTEL MYEONGDONG","Tourist Hotel","0","0","","0","0","","0","6313.74","","0","","","","","","","0","","","","6314","관광호텔업"
"3010000","CDFI2260032016000009","20160609","","03","폐업","03","폐업","20200601","","","","2269-2262","","","서울특별시 중구 충무로3가 26-2 ","서울특별시 중구 수표로6길 33, 2-5층 (충무로3가)","04555","아트뷰호텔","2020-07-02 11:51:47","U","2020-07-04 02:40:00.0","","199245.264836491    ","451184.789734499    ","관광숙박업","","","0","","","","","0","0","23","0","ARTVIEW HOTEL","HOSTEL","0","0","","0","0","","0","363.57","","0","","","","","","","0","","","","364","호스텔업"
"3010000","CDFI2260031960000001","19600610","","03","폐업","03","폐업","20150731","","","","2268-7111","","100260","서울특별시 중구 남학동 13-2번지 ","서울특별시 중구 퇴계로 176 (남학동)","","아스토리아호텔","2015-08-26 17:26:59","I","2018-08-31 23:59:59.0","","199161.113140526    ","450949.233944936    ","관광숙박업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","4170","","0","","","","","","","0","","","","4170","관광호텔업"
"3010000","CDFI2260032015000005","20150129","","03","폐업","03","폐업","20190724","","","","772-8700","","100874","서울특별시 중구 회현동1가 194-30번지 ","서울특별시 중구 퇴계로6길 3-6 (회현동1가)","04634","플로라호텔 남산씨티","2019-07-24 09:09:44","U","2019-07-26 02:40:00.0","","198043.49823516     ","450616.474794295    ","관광숙박업","","준주거지역","0","학교정화(상대)","","","호텔","6","2","60","2575","FLORAL HOTEL Namsan City","Tourist Hotel","0","0","","0","0","","0","2574.87","","0","","","","","","","0","","","","2575","관광호텔업"
"3010000","CDFI2260032012000001","20120119","","03","폐업","03","폐업","20160212","","","","2119-8974","","100195","서울특별시 중구 을지로5가 275-3번지 ","서울특별시 중구 동호로 354 (을지로5가)","04561","라마다호텔 동대문","2016-02-12 16:49:43","I","2018-08-31 23:59:59.0","","200161.192418006    ","451521.415517111    ","관광숙박업","","","0","","","","","12","4","0","0","","","0","0","","0","0","","0","11378","","0","","","","","","","500000000","","","","11378","관광호텔업"
"3010000","CDFI2260032013000004","20130617","","03","폐업","03","폐업","20140912","","","","2139-1000","","100080","서울특별시 중구 북창동 93-37번지 ","서울특별시 중구 남대문로5길 21 (북창동)","100080","신신호텔1","2014-09-12 13:25:58","I","2018-08-31 23:59:59.0","","198067.276635677    ","451115.055200121    ","관광숙박업","","","0","","","","","11","2","0","0","","","0","0","","0","0","","0","1233.29","","0","","","","","","","110000000","","","","1233",""
"3010000","CDFI2260031983000001","19830221","","03","폐업","03","폐업","20110622","","","","2265-6131","","100195","서울특별시 중구 을지로5가 133-1번지 ","서울특별시 중구 을지로38길 20  (을지로5가)","","뉴천지","2011-06-22 09:38:22","I","2018-08-31 23:59:59.0","","200225.983119633    ","451511.262755282    ","관광숙박업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","4665","","0","","","","","","","0","","","","4665",""
"3010000","CDFI2260031987000006","19870710","","03","폐업","03","폐업","20181127","","","","755-9345","","100053","서울특별시 중구 회현동3가 10번지 ","서울특별시 중구 퇴계로14길 1 (회현동3가)","","뉴오리엔탈관광호텔","2018-11-27 17:37:37","U","2018-11-29 02:40:00.0","","198491.235028989    ","450895.855106921    ","관광숙박업","관광사업","","0","","","","","0","0","65","0","NEW ORIENTAL HOTEL","Tourist Hotel","0","0","","0","0","","0","3252","","0","","","","","","","0","","","","3252","관광호텔업"
"3010000","CDFI2260032006000001","20060915","","03","폐업","03","폐업","20180701","","","","777-7731","","100873","서울특별시 중구 회현동1가 92-6번지 ","서울특별시 중구 퇴계로8길 13 (회현동1가)","","호텔 파레스","2018-08-09 14:24:32","I","2018-08-31 23:59:59.0","","198164.258357664    ","450703.59926523     ","관광숙박업","관광사업","준주거지역","8","기타","","","호텔","8","1","52","0","HOTEL PALACE","Tourist Hotel","0","0","","0","0","","0","2772.84","","0","","","","","","","0","","","","2773","관광호텔업"
"3010000","CDFI2260032015000013","20150515","","01","영업/정상","13","영업중","","","","","02-755-1300","","100873","서울특별시 중구 회현동1가 99-18번지 ","서울특별시 중구 퇴계로8길 31-9 (회현동1가)","04634","루미아 호텔","2019-12-09 10:06:45","U","2019-12-11 02:40:00.0","","198142.881185174    ","450638.810478052    ","관광숙박업","","준주거지역","0","학교정화(상대)","","","호텔","5","1","34","0","Lumia Hotel","Hostel","0","0","","0","0","","0","956.48","","0","","","","","","","0","","","","956","호스텔업"
"3010000","CDFI2260031975000001","19751202","","02","휴업","02","휴업","","20230101","20231102","","2270-3187","","100855","서울특별시 중구 장충동2가 186-54","서울특별시 중구 동호로 287 (장충동2가)","","앰배서더 서울 풀만 호텔","2022-12-30 15:16:46","U","2022-12-01 00:01:00.0","","200141.998469463","450878.102981055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000015","20150626","","01","영업/정상","13","영업중","","","","","02  740 4500","","100860","서울특별시 중구 충무로2가 12-7 ","서울특별시 중구 명동8가길 53 (충무로2가)","04537","호텔 크레토","2021-04-26 11:51:02","U","2021-04-28 02:40:00.0","","198877.823601669    ","451079.561839622    ","관광숙박업","","중심상업지역","10","학교정화(상대)","","2성","","9","1","35","0","HOTEL CRETO","Tourist Hotel","0","0","","0","0","","0","1377.07","","0","","","","","","","0","","","","1377","관광호텔업"
"3010000","CDFI2260032015000016","20150730","","01","영업/정상","13","영업중","","","","","02-776-0588","","100804","서울특별시 중구 남창동 9-15번지 10층 ","서울특별시 중구 퇴계로 61, 10층 (남창동)","04529","24게스트하우스 명동타운점","2019-12-10 11:58:56","U","2019-12-12 02:40:00.0","","198065.845616529    ","450787.39677054     ","관광숙박업","","일반상업지역","0","","","","","10","0","11","0","24Guesthouse Myeongdong town","Hostel","0","0","","0","0","","0","267.23","","0","","","","","","","0","","","","267","호스텔업"
"3010000","CDFI2260032015000017","20150827","","01","영업/정상","13","영업중","","","","","2271-3501","","","서울특별시 중구 쌍림동 270-2 ","서울특별시 중구 퇴계로 306 (쌍림동)","04615","호텔 더 디자이너스 동대문","2021-04-26 11:51:33","U","2021-04-28 02:40:00.0","","200429.929353714    ","451264.595792065    ","관광숙박업","","","0","","","기간만료","","17","3","99","0","HOTEL THE DESIGNERS DONGDAEMUN","Tourist Hotel","0","0","","0","0","","0","4804.48","","0","","","","","","","0","","","","4804","관광호텔업"
"3010000","CDFI2260032015000018","20150911","","01","영업/정상","13","영업중","","","","","02-773-5553","","","서울특별시 중구 명동2가 31-1 ","서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)","04536","솔라리아 니시테츠 호텔 서울 명동","2021-05-25 09:27:30","U","2021-05-27 02:40:00.0","","198619.38819773     ","451135.740279961    ","관광숙박업","","중심상업지역","0","학교정화(상대)","","3성","호텔","0","0","312","0","Solaria Nishitetsu Hotel Seoul Myeong-dong","Tourist Hotel","0","0","","0","0","","0","12388.79","","0","","","","","","","0","","","","12389","관광호텔업"
"3010000","CDFI2260032015000023","20151102","","01","영업/정상","13","영업중","","","","","02-2095-4953","","","서울특별시 중구 북창동 93-99 ","서울특별시 중구 남대문로5길 15 (북창동)","04526","소테츠호텔즈 더 스프라지르 서울 명동","2021-06-02 09:44:10","U","2021-06-04 02:40:00.0","","198067              ","451098              ","관광숙박업","","","0","","","4성","","17","5","428","0","SOTETSU HOTELS THE SPLAISIR SEOUL MYEONG-DONG","Tourist Hotel","0","0","","0","0","","0","18598.8","","0","","","","","","","0","","","","18599","관광호텔업"
"3010000","CDFI2260032015000024","20151221","","01","영업/정상","13","영업중","","","","","2271-0827","","","서울특별시 중구 주교동 125-2 ","서울특별시 중구 청계천로 184 (주교동, 남강빌딩)","04546","2U호스텔","2021-02-25 11:40:00","U","2021-02-27 02:40:00.0","","199770.377675687    ","451814.600448477    ","관광숙박업","","","0","","","","","0","0","20","0","2U HOSTEL","Hostel","0","0","","0","0","","0","358.02","","0","","","","","","","0","","","","358","호스텔업"
"3010000","CDFI2260032019000001","20190211","","01","영업/정상","13","영업중","","","","","0236721976","","","서울특별시 중구 남산동2가 18-6번지 ","서울특별시 중구 퇴계로20길 35 (남산동2가)","04629","자자백팩커스","2020-06-17 18:19:44","U","2020-06-19 02:40:00.0","","198730.397072346    ","450725.563076072    ","관광숙박업","","일반주거지역","5","","","","","4","1","20","608","zaza backpackers","hostel","0","0","","0","0","","0","607.64","","0","","","","","","","0","","","","608","호스텔업"
"3010000","CDFI2260032019000005","20190917","","01","영업/정상","13","영업중","","","","","02-2229-5499","","","서울특별시 중구 을지로6가 18-130번지 ","서울특별시 중구 을지로 255, 기승빌딩 10층 (을지로6가)","04564","케이스타호텔","2019-09-18 09:45:15","I","2019-09-20 02:22:31.0","","200513.524528228    ","451579.099838143    ","관광숙박업","","상업지역","15","","","","","11","4","13","5706","K-STAR HOTEL","Hostel","0","0","","0","0","","0","354.66","","0","","","","","","","390000000","","","","355","호스텔업"
"3010000","CDFI2260032011000001","20110928","","01","영업/정상","13","영업중","","","","","756-9700","","100861","서울특별시 중구 충무로2가 62-9","서울특별시 중구 퇴계로 139 (충무로2가)","","호텔 스카이파크3","2023-01-03 18:05:54","U","2022-12-01 00:05:00.0","","198814.884440598","451003.686958642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032020000001","20200113","","01","영업/정상","13","영업중","","","","","02-6926-4099","","","서울특별시 중구 을지로5가 92-2 ","서울특별시 중구 을지로 224 (을지로5가)","04561","나인트리 호텔 동대문","2022-01-18 10:26:52","U","2022-01-20 02:40:00.0","","200187.271400312    ","451592.158106036    ","관광숙박업","","상업지역","23","","","등급없음","","20","3","219","8872","Nine Tree Hotel Dongdaemun","TOURIST HOTEL","0","0","","0","0","","0","8871.73","","0","","","","","","","0","","","","8872","관광호텔업"
"3010000","CDFI2260032021000004","20211001","","01","영업/정상","13","영업중","","","","","02-759-1600","","","서울특별시 중구 을지로5가 19-29 ","서울특별시 중구 동호로 369 (을지로5가)","04546","호텔 유파이브(HOTEL U5)","2022-03-14 16:06:55","U","2022-03-16 02:40:00.0","","200095.725883095    ","451681.037135698    ","관광숙박업","","일반상업지역","0","","","","","20","4","297","1382005","HOTEL U5","TOURIST HOTEL","0","0","","0","0","","0","13820.05","","0","","","","","","","0","","","","13820","관광호텔업"
"3010000","CDFI2260032015000008","20150223","","01","영업/정상","13","영업중","","","","","2269-5588","","100861","서울특별시 중구 충무로2가 51-17 ","서울특별시 중구 퇴계로 159-8 (충무로2가)","04553","탕파스 호스텔","2021-06-16 11:16:30","U","2021-06-18 02:40:00.0","","199037.916477276    ","451051.291993868    ","관광숙박업","","일반상업지역","3","","","","","0","0","19","0","Hostel du Temps Passe","Hostel","0","0","","0","0","","0","272.2","","0","","","","","","","0","","","","272","호스텔업"
"3010000","CDFI2260032020000002","20200828","","01","영업/정상","13","영업중","","","","","02-3788-5888","","","서울특별시 중구 다동 130 ","서울특별시 중구 다동길 30 (다동)","04522","호텔 미드시티 명동","2021-09-05 18:20:57","U","2021-09-07 02:40:00.0","","198260.880732247    ","451708.909162308    ","관광숙박업","","상업지역","0","","","3성","","9","1","140","6314","HOTEL MIDCITY MYEONGDONG","TOURIST HOTEL","0","0","","0","0","","0","6313.74","","0","","","","","","","0","","","","6314","관광호텔업"
"3010000","CDFI2260032021000003","20210706","","01","영업/정상","13","영업중","","","","","070-8057-1131","","","서울특별시 중구 충무로2가 12-5 ","서울특별시 중구 명동8가길 59 (충무로2가)","04537","헨나호텔서울명동","2022-03-14 16:06:01","U","2022-03-16 02:40:00.0","","198898.282009528    ","451082.839302118    ","관광숙박업","","중심상업지역","0","학교정화(상대)","","","","8","1","100","3171","Henn na Hotel Seoul Myeongdong","TOURIST HOTEL","0","0","","0","0","","0","3171.31","","0","","","","","","","0","","","","3171","관광호텔업"
"3010000","CDFI2260032021000002","20210616","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 43-7 ","서울특별시 중구 소공로6길 38 (남산동2가)","04630","올리브 호스텔","2022-01-13 16:00:48","U","2022-01-15 02:40:00.0","","198614.550199488    ","450677.047277743    ","관광숙박업","","일반주거지역","5","학교정화(상대)","","","","4","1","20","0","Olive Hostel","Hostel","0","0","","0","0","","0","420.88","","0","","","","","","","0","","","","421","호스텔업"
"3010000","CDFI2260032019000003","2019-07-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 명동1가 7-1","서울특별시 중구 명동길 55, 11층 (명동1가)","04538","서울 라이트 인 명동","2023-03-22 13:43:12","U","2022-12-02 22:04:00.0","","198636.142124311","451325.229841133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032020000004","20201028","","01","영업/정상","13","영업중","","","","","02-6466-6000","","","서울특별시 중구 저동2가 89 포포인츠바이쉐라톤서울명동 ","서울특별시 중구 삼일대로10길 36, 포포인츠바이쉐라톤서울명동 (저동2가)","04551","(주)조선호텔앤리조트 포포인츠 조선 명동","2021-09-05 18:17:41","U","2021-09-07 02:40:00.0","","199002.255630845    ","451492.207825927    ","관광숙박업","","상업지역","26","","","4성","","26","3","375","20570","Josun Hotels & Resorts Inc. Fourpoints Josun Myungdong","Tourist Hotel","0","0","","0","0","","0","20569.5","","0","","","","","","","106949980000","","","","20570","관광호텔업"
"3010000","CDFI2260032021000001","20210210","","01","영업/정상","13","영업중","","","","","070-4943-0548","","","서울특별시 중구 만리동1가 33-1 ","서울특별시 중구 만리재로 211, 2.3.4.9.10층 (만리동1가)","04508","유에이치 스위트 더 서울","2021-05-12 21:50:01","U","2021-05-14 02:40:00.0","","197118.125654965    ","450448.652284254    ","관광숙박업","","상업지역","5","","","","","0","0","9","627","UH SUITE THE SEOUL","Hostel","0","0","","0","0","","0","627.15","","0","","","","","","","0","","","","627","호스텔업"
"3010000","CDFI2260032018000004","20180626","","01","영업/정상","13","영업중","","","","","02-2079-8500","","","서울특별시 중구 남학동 13-2 ","서울특별시 중구 퇴계로 176 (남학동)","04627","디어스명동","2021-05-26 15:13:21","U","2021-05-28 02:40:00.0","","199161.113140526    ","450949.233944936    ","관광숙박업","","","14","","","3성","","14","2","112","0","Dears Myeong-dong","Tourist Hotel","0","0","","0","0","","0","5464.26","","0","","","","","","","0","","","","5464","관광호텔업"
"3010000","CDFI2260032018000007","20180719","","01","영업/정상","13","영업중","","","","","02  317 4053","","","서울특별시 중구 회현동1가 194-19 ","서울특별시 중구 퇴계로 67 (회현동1가)","04529","(주)조선호텔앤리조트 레스케이프","2021-04-26 12:02:42","U","2021-04-28 02:40:00.0","","198107.305503203    ","450816.418965098    ","관광숙박업","","일반상업지역","0","","","4성","","0","0","204","0","JOSUNHOTELS&RESORTS Inc. L'Escape","Tourist Hotel","0","0","","0","0","","0","27476","","0","","","","","","","0","","","","27476","관광호텔업"
"3010000","CDFI2260032018000010","20180831","","01","영업/정상","13","영업중","","","","","2285-0228","","","서울특별시 중구 광희동2가 228","서울특별시 중구 장충단로10길 27 (광희동2가)","04614","르릿","2022-05-31 10:19:30","U","2021-12-06 00:04:00.0","","200686.364658168","451262.161389721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000003","20150122","","01","영업/정상","13","영업중","","","","","2020-4040","","100013","서울특별시 중구 충무로3가 58-8","서울특별시 중구 수표로 16 (충무로3가)","04554","스타즈호텔명동2호점","2023-01-27 13:09:39","U","2022-11-30 22:09:00.0","","199114.933047561","451143.358208599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032018000005","20180702","","01","영업/정상","13","영업중","","","","","3425-8050","","","서울특별시 중구 을지로6가 58-5","서울특별시 중구 을지로 238 (을지로6가)","04561","노보텔 앰배서더 서울 동대문 호텔","2022-07-28 16:47:48","U","2021-12-06 21:00:00.0","","200314.646974736","451554.066925226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032018000006","20180702","","01","영업/정상","13","영업중","","","","","3425-8050","","","서울특별시 중구 을지로6가 58-5","서울특별시 중구 을지로 238 (을지로6가)","04561","노보텔 앰배서더 서울 동대문 레지던스","2022-07-28 16:47:14","U","2021-12-06 21:00:00.0","","200314.646974736","451554.066925226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
